,Amount of AY.103 sequences (after selection),Total amount of sequences (after selection),Sequence IDs of  the AY.103 lineage selected,Total amount of sequences,Amount of AY.103 sequences,Amount of lineages
0,1,162,EPI_ISL_2960044,13501,2478,132
